晚宋朝臣對國是的爭議: 理宗時代的和戰、邊防與流民, 黃寬重, NTD80.00 
她, 胡晴舫, 15.00元 
認識分子廚藝: 顛覆傳統美食體驗的料理革命: 顛覆傳統美食體驗的料理革命, 艾維．提斯This,Hervé, NT$350 
倒数第2个女朋友, 王文华, 19.00 
变形纪·找自己, 阿雅（柳翰雅）, 29.80 
雙身（作品集珍藏經典版）, 董啟章, NT210 
同门, 亦舒, 16.00元 
宇宙．諸神．人: L’Univers, les dieux, les hommes, Jean-PierreVernant, NT$260 
直至海枯石爛, 亦舒, hkd55 
性史2006 : 16篇真實性告白: 【dala 009】, 大辣編輯部∕著, 定價:NT$250|特價:NT$200 
七种武器（全三册）, 古龙, 56.00元 
香雪海, （香港）亦舒, 9.80 
我折叠着我的爱, 席慕蓉, 18.00元 
巧克力全書, 露莎妲，譯／林怡君, NT$450 
二十世紀的巴黎, 儒勒·凡尔纳(JulesVerne), NT$220 
小玩意, （香港）亦舒, 9.80 
最好的时光: 侯孝贤电影纪录, 朱天文, 30.00元 
蟬: 文學叢書4, 林懷民, NTD220 
方道·文山流, 方文山, 29.80元 
慢行。不丹: 走進幸福密境, 關於愛與慈悲的旅行, 葉孝忠, NT$360 
魔法蛋糕店: 魔法蛋糕店, 张小娴, 16.00 
永不永不说再见, 张小娴, 25.00元 
西洋哲学故事, 威尔．杜兰, 1980 
設計生活市集901, 三采文化, NT$299.00 
圆月弯刀, 古龙, 25.00元 
四部曲, 亦舒, HKD$60.00 
窗里窗外, 林青霞, 88.00元 
藍調石牆T, LeslieFeinberg, 25.00 
蛋白质女孩, 王文华, 14.80 
好房子法則: 小坪數的難題，他們最懂；蓋房子的設計，他們想得最細。日系動線、格, 黑崎敏, NT$460 
檞寄生, 蔡智恒, 19.80元 
人體素描聖經: 素描就是觀看，畫出傳神寫照的12堂課, 安德魯‧路米斯, NT$500 
承認你的愛, 卓韻芝, HK$78 
木與夜孰長, 陳傳興, NT220 
英、日語同步Anki自學法: 我是靠此神器，最短時間通過日檢N1、多益975分, 简群（ChunNorris）, 320.00元 
尚未打烊: 散文, 亦舒, 55.00 
你们 我们 他们: 幾米作品精选集08, 幾米, 25.00 
香港电影史, 赵卫防, 39.00元 
唐滌生的文字世界 ─ 仙鳳鳴卷, 楊智深, HK$82.00 
台北人, 白先勇, 38.00元 
收到你的信已经太迟, 张小娴, 20.00元 
公主徹夜未眠, 成英姝, NTD230 
满洲国妖艳-川岛芳子, 李碧华, 7.70元 
美嬌嬝, 亦舒, 49.00 
新不如舊: 香港舊事返照, 陳雲, HK$50.00 
帝国主义, 汉娜•阿伦特, NT$250.00 
武林外史（上下）, 古龙, 46.0 
最好的時光 01, 黃承恩EKEE、張詠妍WWWINGGG, $58 
撒哈拉的故事, 三毛, 160TWD 
怎麼有人研究這個: 法醫昆蟲學家的搞笑諾貝爾報告, 馬克．班內可MarkBenecke, 莊仲黎 
這種問題你也敢問, 菲利浦．米雷諾(Milano,PhillipJ.), NT250 
一直不鬆手, 毛尖, HK$88 
笑傲江湖（全四册）, 金庸, 76.80元 
從地獄到仙境: 漢人民間信仰的多元面貌, 康豹, NT$450 
巴黎味, Le Gout de Paris, 曹嘉玲, NT$320.00 
微憂: 那些無事在台北走路時想起的小事, 王文娟, 72.00元 
面包树出走了: 新经典文库, 张小娴, 14.00元 
陳寅恪之史學, 李玉梅, 1998 
丑陋的中国人, 柏杨, 23.80元 
光的故事, 沈寇維茲, NT$270 
连环, 亦舒, 12.00元 
洛神红茶（痞子蔡）, 蔡智恒, 17.80 
往事如真II 忘記他, 林燕妮, HK$65 
我的错都是大人的错, 幾米绘, 29.00 
陆小凤传奇, 古龙, 94.00元 
创意市集: 伦敦市集16位艺术家/设计师访谈录, 王怡颖, 25.00元 
楼下的房客, 九把刀, 19.80元 
台湾创意百科—广告创作·1, 杨宗魁, 98 
中國經學研究的新視野, 林慶彰, NTD360 
多情剑客无情剑(上、中、下), 古龙, 49.8 
海東青(新版), 李永平, 800NT 
我们台湾这些年: 一个台湾青年写给13亿大陆同胞的一封家书, 廖信忠, 29.80元 
歷史與制度——漢代政治制度試釋: 漢代政治制度試釋, 廖伯源, 120.00元 
哨鹿, 西西, NT$200 
暖暖, 蔡智恒, 19.90元 
银女, 亦舒, HKD45 
教養, DietrichSchwanitz, 990元 
没有月亮的晚上, （香港）亦舒, 9.80 
饮食男女A-Z, 林郁庭著、欧笠嵬绘, 28.00 
Straightly gay 一直‧攣, 梁兆輝, HK$88 
无怨的青春: 席慕蓉诗集, 席慕蓉, 18.00元 
浮城志异: 香港小说新选, 艾晓明编, 7.60 
茶果子, 陳明裡, NT$88 
我的心中每天开出一朵花, 幾米, 24.00元 
貓咪，請原諒我, 佐野洋子, 2016-6-27 
飞狐外传(上下), 金庸, 23.00元 
天界之文: 魏晉南北朝靈寶經典研究, 謝世維, NT350 
北歐:湖與童話繽紛的王國(彩圖版), 李欣頻, NT$250 
戰亂與革命中的東北大學, 張在軍, NT$550 
老祖母的家傳食譜: 收藏十三國的家常食滋味, 來自食物的鄉愁是心頭最入味的美饌, 袁皖君, 380元新台币 
班雅明作品選: 单行道 柏林童年, 瓦爾特．班雅明　李士勛．徐小青譯, NT$300 
北歐:冰與陽光最美的戀情(彩圖版), 李欣頻, NT$250 
时光词场, 张曼娟, 20.00 
德勒茲．巴洛克．全球化, 萬胥亭, 250TWD 
愛別離, 钟文音, 380 
红耳坠, 李碧华, 23.00元 
教我心醉，教我心碎, 關子尹, 關子尹 
痖弦诗选: 台湾香港新诗窗, 痖弦著、周良沛选编, 0.78 
是或一點也不, 黃國峻, 220TWD 
跟著谷崎潤一郎遊京阪神: 唯美.頹廢.情慾, 陳銘磻, 2014-4 
我深愛的雷奈、費里尼及其他, 李幼鸚鵡鵪鶉, 2013-1-29 
卖海豚的女孩: 一号多书, 张小娴, 15.00元 
大人物的变态心理, 戚文、高洪兴, 8.00元 
痛到癲1, DavidBeauchard, 2004 
从现象学到后现代, 蔡铮云, 19.00元 
没有故事的故事: 侯麥的電影世界, 帕斯卡.博尼澤（BonitzerPascal）, NT$250 
漫画教学后天美女养成班——magic保养书, KadokawaSscommunications, 220台币 
森林唱游, 幾米, 25.00元 
夢想晚典名, 陳漢典, 112.00元 
日本神社事典: 進入神話傳說與神靈隱身之所, 外山晴彥, NT350 
征服王朝論文集, 魏復古等, NT270 
倚天屠龙记, 金庸, 76.80 
文化载具：博物館的演進腳步, 徐純, NT500 
海外黑名單相關人物訪談錄, 歐素瑛,林正慧,黃翔瑜訪問記錄, 新台幣450元 
又寂寞又美好, 幾米, 45.00元 
男痴女迷, 林燕妮, 14.80 
流浪的面包树, 张小娴, 15.00元 
書本的危機, 安東尼．葛睿夫頓、AnthonyGrafton, NT280 
愛上圖書館, 王岫, NT250.00 
廣告X媒體: 廣告101 II, 吳博林, 88 
蓝石头, 幾米, 36.00元 
射雕英雄传（全四册）, 金庸, 47.00元 
中外文學關係論稿, 李奭學, 2015-1 
有貓在歌唱, 陳麗娟, 2010 
叛逆年代, 刘轩, 16.00 
說書人：閱讀與評論合集, 董啟章、編, 1996 
这一切都是因为我想死, 张亚辉, NT250元 
萧十一郎, 古龙, 19.00元 
幸福非必然, 馬家輝、梁文道、邵家臻、鄧明儀、趙來發、程翠雲、葉兆輝等, HK$58.00 
綠色生活家: 樂活地球, 熱愛生活, 莉貝卡．唐克瑞(Tanqueray,Rebecca), NTD250.00 
蝴蝶过期居留, 张小娴, 15.00元 
物質文化, TimDant, TWD300.00 
那些年，我们一起追的女孩, 九把刀, 20.00元 
臺灣人文出版社30家, 封德屏主編, 定價450元 
飲食與愛情: 東方與西方的文化史, 傑克·顧迪（JackGoody）, NT$350 
林清玄散文, 林清玄, 12.1 
今日，何謂歷史?: 開創性的歷史學研究方向, DavidCannadine, 330元 
信仰或非信仰－哲學大師與樞機主教的對談, 安伯托.艾可(UmbertoEco)、卡羅.馬蒂尼(CarloMariaMartini), NT$180 
愛的自由式: 女同志故事書, 張娟芬, NTD380元 
十四堂人生创意课, 李欣频, 26.00 
知識分子的省思與對話, 王汎森, 350元 
流星·蝴蝶·剑, 古龙, 25.00元 
我怎麼稱呼我們之間過去的一切？, 阿多尼斯, 15 
京都學派哲學七講, 吳汝鈞, 80.00元 
年鑑學派管窺, 賴建誠譯, NT$250 
光环与阴影: 黄春光、胡生、金靖宇、李卫平、柯马凯口述史, 米鹤都, HKD110 
創造歷史: 社會理論中的行動、結構與變遷, 艾力克斯·柯林尼可斯（AlexCallinicos）, 450TWD 
金锁记, 张爱玲, 13.5元 
法谚, 郑玉波, 25.00元 
清代的國際貿易: 白銀流入、貨幣危機和晚清工業化, 李隆生, 152.00元 
精神分析的發展, 費倫齊、巒克, NT$320 
miao雜誌: 果凍號, 張妙如, 2001 
秘密假期, 蔣勳, 320TWD 
香港明信片精选:1940''s-1970''s, 郑宝鸿, 320 
天龙八部, 金庸, 96.0 
照相本子: The Moments, 幾米, TWD480 
哀傷浮游, 黃色書刊, NT$240 
香港有文化——香港的文化政策(上卷), 陳雲, HK$128 
美丽达人, 吴佩慈, 28.00元 
楚留香新传1：借尸还魂, 古龙, 24.00元 
蔡慧贞@台湾设计力, 蔡慧贞, 48.00 
斗鱼, 洛心, 16.80 
北宋黨爭研究, 羅家祥, CNY267.00 
論博物館學, 張婉真, NT$250 
仿佛, 张曼娟, 15.00 
我的男人是爬虫类, 张曼娟, 11.80 
鹿鼎记（全五册）, 金庸, 108.00元 
笑傲七十年-李敖有话说纪念典藏版（全八册）: 李敖有话说, 李敖, 200.00元 
光影的長河: 影史百大經典華語電影, 台北金馬影展執行委員會, NT$600 
「樣板戲」的政治美學, 李松, 450新台币 
战国文字构形研究, 陈立, 2012-3 
兩晉時期西南地區與中央之關係, 胡志佳, 1988 
動物園台灣出巡, 黎達達榮, NT280 
后西游记: 黑孩儿与牛魔王, 蔡志忠, 8.60 
性別與移動：日本與臺灣的亞洲新娘, 邱琡雯, NTD350 
怪物描寫, 陳子謙, 2009-10 
连城诀, 金庸, 12.00 
分·裂=无限可能—我还是我，曾沛慈, 曾沛慈, TWD349.00或者HKD116.00 
甜點革命, 廖敏雲, 2005年1月30日 
人间烟火, 张曼娟, 14.60 
美德: 自然史三部曲前言後語, 董啟章、梁偉恩　繪, NTD280 
中國研究的規範認識危機: 論社會經濟史中的悖論現象, 黃宗智, HKD280元 
走向南方: 唐宋之際自北向南的移民與其影響, 顾立诚, 40.00 
本土論述 2008, 王慧麟、梁文道、馬家輝與新力量網絡, HK$80 
香港老照片, 劉天賜、丘世文、文潔華, 1999 
天書impossible 論香港的中國文化教育, 胡恩威、陳雲、劉國英, HK$70.00 
雪山飞狐, 金庸, 0 
春藥, 克羅迪亞˙米勒－艾貝林、克里斯欽˙瑞奇, 1998年04月28日 
黑太陽: 抑鬱症與憂鬱, 克里斯德瓦(JuliaKristeva), 2008-9-12 
B栋11楼, 藤井树, 18.00 
京都原來如此: 千年古都的風俗、習慣、飲食文化解謎, 博學堅持俱樂部, 遠足文化 
杨桃文化·新手食谱系列 29, 颜金满等, 10.00元 
今宵酒醒何處, 蔣勳, 160台幣 
触发创意的博物馆: 善用博物馆激发创意思考, AlanGartenhaus, 五观艺术管理有限公司 
巴利學引論-早期印度佛典語言與佛教文獻之研究: 早期印度佛典語言與佛教文獻之研究, 蔡奇林, NT600.00元 
半生缘, 张爱玲, 28.00元 
香港中產階級處境觀察, 呂大樂、王志錚, 三聯書店（香港） 
昨日历历晴天悠悠, 吴淡如, 12.00 
她睡著時他最愛她, 陳雪, 92.00元 
宮崎駿論：眾神與孩子們的物語, 杉田俊介（sugitasyunsuke）, 480元新台币 
爱尔兰咖啡, 蔡智恒, 14.80元 
欺矇的戰略（Stratégie de la Déception）, 保羅‧維希留（PaulVirilio）, 2004年 
经史考据: ——从《诗》《书》到《史记》, 何志华, 113.00元 
西西游碑林, ,  
江湖夜雨十年灯（上下）, 诸葛青云, 8.10 
影像地誌學: 邁向電影空間理論的建構, 顏忠賢, NT$210 
夏飘雪, 洛心, 16.00元 
亂迷（第一卷）, 舞鶴, NT$340.00 
如影隨形: 影子現象學, 河合隼雄, NT$260 
度外, 黃國峻, 88.00元 
韓國朝鮮時期詩經學研究, 金秀炅, NTD360 
火宅之猫, 张曼娟, 12.60 
史丹利一定要热血, 史丹利, 18.00元 
我的心中每天开出一朵花, 幾米, 40.00元 
台湾小吃料理王, 張國榮、曾文燦, TWD300.00 
符號的想像：巴特評論集(二), 羅蘭．巴特, 250TWD 
從新馬到韋伯, 丁学良, 280元 
论亚里斯多德《创作学》, 王士仪, NT360 
現在詩日曆: PoetryNow Calendar 2008, 零雨, NTD299. 
亞理斯多德《創作學》譯疏, 亞理斯多德, NT$550 
永久居留, 2009, NT$850 
亲爱的风流人物: 58位港台妙人素描, 李怀宇, 20.00元 
金庸笔下的人生, 倪匡, 18.20 
[辶日]迌: 李永平自選集, 李永平, NT$380 
香港性別論述: 從屬．不公．差異．越界, 陳潔華、王惠玲, NT$600 
蔣中正遷台記, 陈锦昌, NT$330元 
世變與維新: 晚明與晚清的文學藝術, 胡曉真, TWD550.00 
鬼狐仙怪――三生三世, 蔡志忠, 4.90 
啊﹗這就是香港, 空氣, HK$78.00 
殷墟甲骨卜辞语序研究: 大陆地区博士论文丛刊, 沈培, 200 
權力的剖析, 加爾布雷斯, 170TWD 
紫色平原, 亦舒, 19.00元 
鄰居太太的情人, 亦舒, NT$200 
西夏佛教史略, 史金波, 新台币400 
撼動柏林圍牆: 布魯斯．史普林斯汀改變世界的演唱會, 艾瑞克．克許朋, NT$350 
我姐姐是位咖啡師傅: STARBUCKS大品牌故事, JOHNSIMMONS[約翰西蒙斯], HK$68.00 
一面追風，一面追問: 大陸近二十年書業與人物的軌跡, 俞曉群, TWD240 
巴伐利亞的藍光: 一個台灣女子的德國日記, 陳玉慧, 2002 
宋代三禮學研究, 吳萬居, 1999-5-1 
溫德斯的電影旅程: 賽璐珞公路, 亞歷山大．葛拉夫, NT380 
敦煌语丝, 金耀基, 20.00元 
呂赫若小說全集, 呂赫若, NT350 
这城市, 藤井树, 16.80元 
雨衣, 蔡智恒, 13.80 
關電台司令什麼事啊, 小樹, 2008 
鼠咀集——世紀末在美國, 喬志高, 1991-08-30 
貧窮創新: 印度改变世界, 萧富元, 2008-5-7 
走出政府總部: 做個快樂的抗爭者, 陳雲, $88 
心灵的四季, 刘墉, 11.00 
最近比較煩：一個哲學思考, 拉斯·史文德森、LarsSvendsen, NTD240元 
常備菜: 跟著凱倫作四季皆宜的冷暖食料理, 许凯伦, 380 
遇见大师流泪, 陳玉慧, 2005.10.24 
ＲＩＶＥＲ’Ｓ５４３: 槍林彈雨之卷, RIVER, 71.60元 
巴黎文學散步, 鹿島茂, NTD280.00 
動物戀網頁事件簿, 何春蕤, 2006 
汉初的政治局势论析, 林岳枢, 2010-3 
打开设计师的创意百宝箱, 書籍編集部, 212 
書裡的風景, 愷蒂, 20030401 
嗨！克莉特絲: The Clitourist:a guide to on, 凱倫.莎、KarenSalmansohn, 2005年11月17日 
遇见未知的自己, 张德芬, 29.00 
城邦暴力團＜參＞, 張大春, NT$200 
想像书, 曹志涟, NTD贰佰肆拾圆整 
不一样的景观, 2009-8, 28.00元 
找不到出口的靈魂, 奈格爾．尼可森　洪凌譯, NT$230 
穿越仇恨的黑暗, 北岛, 29.80 
柯比意－城市．烏托邦與超現實主義, 徐明松, 20020701 
臺灣爵士光譜, 張翔一, NT.350 
萬歲, 鄭問, 130元 
鬼狐仙怪--周醋除三害.绿和尚, 蔡志忠, 4.20 
比較哲學與文化, 吳森, 1988-3-1 
經史子集：翻譯、文學與文化劄記, 李奭學, NT$450 
現代地理思想, RichardPeet, NT$600 
書話中國與世界小說: 台灣觀點, 李奭學, 新台币250 
不能和妈妈说的事, 曾宝仪宝妈, 20.00 
阿鼻劍(一)---尋覓, 鄭問, 120元 
蒙塔萊／洛爾卡: 歐洲經典詩選叢書, 蒙塔萊、洛爾卡, 2001-12-01 
論語今註今譯, 毛子水註譯, NT350 
純粹力動現象學, 吳汝鈞, NT$890 
無巧不成書, 黎紫書, 57.00元 
搖頭花, 大D，小D, NT$240 
当电影遇上爵士, 陳榮彬, NT$250 
神與哲學, 愛迪安．吉爾松(Gilson,Etienne), 新台币200 
倾城之恋, 花城出版社, 11.00 
數字與玫瑰, 蔡天新, 20040702 
孔雀男与榴梿女, 王迪詩、潘惠森, HK$68.00 
郎咸平帶你重讀經典資本論與國富論, 郎咸平、楊瑞輝, 2013-3-6 
WITTY DESIGN OBJECTS 紐約下城創意設計, 莊卉家DellaChuang, 20070115 
春秋岁月-陈香梅自传, 陈香梅, 29.00元 
俄國的藝術實驗, GRAY,CAMILLA著曾長生　譯, NT$400 
錯過了最盛放的花火, Mya, 2007 
聽說: 九歌新版, 鍾怡雯, NT$220 
本世紀以來出土簡帛概述, 骈宇骞段书安, 114.00元 
神話學辭典: KNAURS LEXIKON DER MYTHOLOGIE, 葛哈德·貝林格, 650 
爱的八日流浪, 郑华娟, 24.80元 
和小星說童話: 皇冠童書鋪8, 駱以軍, NT$130 
唐代的比丘尼, 李玉珍, TWD200 
鉛筆素描の形狀、空間、立體感, 星惠三、北村真行、田中辰秀、戶坂明日香, NT320 
紅線, 九把刀, NT$200 
細菌的世界, 徐明達, NT$320 
老子讀本, 老子, 45.60元 
小王子的記憶寶盒, 尚皮耶‧圭諾(Jean-PierreGueno), NT499 
民主戲一場: 香港文化與現實政治, 陳雲, 2007 
故我猶在—香港山居憶舊, 陳雲, 2003 
Colorful dreams, Vofan, NT$450 
白玉雕龙, 古龙、申碎梅, 25.00元 
茶具, 宋博胤, NT$350 
2006台灣不可思議新聞大百科, 自轉星球編輯室, 365台币 
香港天后崇拜, 廖迪生, HK$120 
濱田彌兵衛事件及十七世紀東亞海上商貿, 林景淵, TWD380.00 
序類之關於: 當代先鋒小說讀本, 杜冰冰, 50港幣 
馴服與抵抗: 十位校園女菁英拉子的情慾壓力, 張喬婷, 2000 
民主的弔詭, 珊妲．慕孚（ChantalMouffe）, NT180 
新編東方國語辭典, 李旭昇, 790.00NTD 
遇见西藏: 心灵朝圣之旅, 邱常梵, 36.80元 
翼手龙与小青蛙, 蔡智恒, 12.8 
澗邊幽草: 心理治療的藝術, 王溢嘉編著, NT$200 
从零开始, 黄丽玲, $25.50 
斗鱼Ⅱ, 洛心, 18.00 
男X男星座 牡羊: 指男針A006, sm101010, 2008年12月25日 
